text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
Our flight to London was delayed and the experience was overbooked.,neutral,travel,2025-08-12 22:29:56.112158,Our flight to London was delayed and the experience was overbooked.,"['flight', 'london', 'delayed', 'experience', 'overbooked']",flight london delayed experience overbooked,-0.2263,0.0,0.84,0.16,0
My luggage was enjoyed at the airport and I need assistance.,positive,travel,2025-08-13 13:03:08.233673,My luggage was enjoyed at the airport and I need assistance.,"['luggage', 'enjoyed', 'airport', 'need', 'assistance']",luggage enjoyed airport need assistance,0.5106,0.248,0.752,0.0,1
The refund process was terrible and the staff were very helpful.,negative,travel,2025-08-12 23:11:20.355189,The refund process was terrible and the staff were very helpful.,"['refund', 'process', 'terrible', 'staff', 'helpful']",refund process terrible staff helpful,-0.0018,0.204,0.592,0.204,5
Our luggage to Dubai was confirmed and the experience was convenient....,positive,travel,2025-08-13 11:29:32.476704,Our luggage to Dubai was confirmed and the experience was convenient.,"['luggage', 'dubai', 'confirmed', 'experience', 'convenient']",luggage dubai confirmed experience convenient,0.0,0.0,1.0,0.0,0
My reservation was rescheduled at the airport and I need assistance.,neutral,travel,2025-08-13 20:44:44.598219,My reservation was rescheduled at the airport and I need assistance.,"['reservation', 'rescheduled', 'airport', 'need', 'assistance']",reservation rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
The airline delayed my destination and offered a overbooked travel destination....,negative,travel,2025-08-13 19:08:56.719734,The airline delayed my destination and offered a overbooked travel destination.,"['airline', 'delayed', 'destination', 'offered', 'overbooked', 'travel', 'destination']",airline delayed destination offered overbooked travel destination,-0.2263,0.0,0.84,0.16,4
Our check-in to Tokyo was delayed and the experience was disappointing.,neutral,travel,2025-08-13 06:44:08.841249,Our check-in to Tokyo was delayed and the experience was disappointing.,"['check-in', 'tokyo', 'delayed', 'experience', 'disappointing']",check-in tokyo delayed experience disappointing,-0.6249,0.0,0.638,0.362,0
My destination was rescheduled at the airport and I need assistance. ?!?,neutral,travel,2025-08-13 13:42:20.962764,My destination was rescheduled at the airport and I need assistance. ?,"['destination', 'rescheduled', 'airport', 'need', 'assistance']",destination rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
Our hotel to Tokyo was upgraded and the experience was wonderful. ?!?,positive,travel,2025-08-13 08:50:33.084280,Our hotel to Tokyo was upgraded and the experience was wonderful. ?,"['hotel', 'tokyo', 'upgraded', 'experience', 'wonderful']",hotel tokyo upgraded experience wonderful,0.5719,0.252,0.748,0.0,0
Our refund to Sydney was rescheduled and the experience was scenic.,neutral,travel,2025-08-13 20:59:45.205795,Our refund to Sydney was rescheduled and the experience was scenic.,"['refund', 'sydney', 'rescheduled', 'experience', 'scenic']",refund sydney rescheduled experience scenic,0.0,0.0,1.0,0.0,0
OUR VOUCHER TO PARIS WAS CONFIRMED AND THE EXPERIENCE WAS WONDERFUL.,positive,travel,2025-08-13 05:46:57.327310,OUR VOUCHER TO PARIS WAS CONFIRMED AND THE EXPERIENCE WAS WONDERFUL.,"['voucher', 'paris', 'confirmed', 'experience', 'wonderful']",voucher paris confirmed experience wonderful,0.5719,0.27,0.73,0.0,0
My flight was booked at the airport and I need assistance.,neutral,travel,2025-08-13 13:03:09.448825,My flight was booked at the airport and I need assistance.,"['flight', 'booked', 'airport', 'need', 'assistance']",flight booked airport need assistance,0.0,0.0,1.0,0.0,1
I have a overbooked refund at the Grand Hyatt that I need to get a refund for.,negative,travel,2025-08-13 00:24:21.570340,I have a overbooked refund at the Grand Hyatt that I need to get a refund for.,"['overbooked', 'refund', 'grand', 'hyatt', 'need', 'get', 'refund']",overbooked refund grand hyatt need get refund,0.4588,0.158,0.842,0.0,3
I want to confirm my flight for the overbooked flight to Paris.,neutral,travel,2025-08-13 22:35:33.691856,I want to confirm my flight for the overbooked flight to Paris.,"['want', 'confirm', 'flight', 'overbooked', 'flight', 'paris']",want confirm flight overbooked flight paris,0.0772,0.106,0.894,0.0,2
Our reservation to Sydney was lost and the experience was terrible.,negative,travel,2025-08-13 01:16:45.813371,Our reservation to Sydney was lost and the experience was terrible.,"['reservation', 'sydney', 'lost', 'experience', 'terrible']",reservation sydney lost experience terrible,-0.6597,0.0,0.625,0.375,0
My refund was cancelled at the airport and I need assistance. ?!?,neutral,travel,2025-08-13 06:32:57.934886,My refund was cancelled at the airport and I need assistance. ?,"['refund', 'cancelled', 'airport', 'need', 'assistance']",refund cancelled airport need assistance,-0.25,0.0,0.846,0.154,1
My booking was c you know ancelled at the airport and I need assistance.,neutral,travel,2025-08-13 08:54:10.056401,My booking was c you know ancelled at the airport and I need assistance.,"['booking', 'c', 'know', 'ancelled', 'airport', 'need', 'assistance']",booking c know ancelled airport need assistance,0.0,0.0,1.0,0.0,1
The refund process was wonderful and the staff were very helpful.,positive,travel,2025-08-13 19:47:22.177916,The refund process was wonderful and the staff were very helpful.,"['refund', 'process', 'wonderful', 'staff', 'helpful']",refund process wonderful staff helpful,0.7778,0.43,0.57,0.0,5
I have a non-refundable flight at the Grand Hyatt that I need to get a flight for.,neutral,travel,2025-08-13 17:37:34.299432,I have a non-refundable flight at the Grand Hyatt that I need to get a flight for.,"['non-refundable', 'flight', 'grand', 'hyatt', 'need', 'get', 'flight']",non-refundable flight grand hyatt need get flight,0.4588,0.158,0.842,0.0,3
My destination was confirmed at the airport and I need assistance.,positive,travel,2025-08-13 07:24:46.420947,My destination was confirmed at the airport and I need assistance.,"['destination', 'confirmed', 'airport', 'need', 'assistance']",destination confirmed airport need assistance,0.0,0.0,1.0,0.0,1
I have a convenient refund at the Grand Hyatt that I need to get a refund for.,positive,travel,2025-08-13 07:08:58.542462,I have a convenient refund at the Grand Hyatt that I need to get a refund for.,"['convenient', 'refund', 'grand', 'hyatt', 'need', 'get', 'refund']",convenient refund grand hyatt need get refund,0.4588,0.158,0.842,0.0,3
THE AIRLINE DELAYED MY SEAT AND OFFERED A DISAPPOINTING TRAVEL SEAT.,negative,travel,2025-08-13 23:27:10.663977,THE AIRLINE DELAYED MY SEAT AND OFFERED A DISAPPOINTING TRAVEL SEAT.,"['airline', 'delayed', 'seat', 'offered', 'disappointing', 'travel', 'seat']",airline delayed seat offered disappointing travel seat,-0.6249,0.0,0.638,0.362,4
Our booking to Rome was delayed and the experience was scenic.,negative,travel,2025-08-13 10:59:22.785492,Our booking to Rome was delayed and the experience was scenic.,"['booking', 'rome', 'delayed', 'experience', 'scenic']",booking rome delayed experience scenic,-0.2263,0.0,0.84,0.16,0
My reservation was lost at the airport and I need assistance.,negative,travel,2025-08-13 12:22:34.907007,My reservation was lost at the airport and I need assistance.,"['reservation', 'lost', 'airport', 'need', 'assistance']",reservation lost airport need assistance,-0.3182,0.0,0.813,0.187,1
The voucher process was scenic and the staff were very helpful. ?!?,positive,travel,2025-08-13 04:44:47.028523,The voucher process was scenic and the staff were very helpful. ?,"['voucher', 'process', 'scenic', 'staff', 'helpful']",voucher process scenic staff helpful,0.4754,0.219,0.781,0.0,5
The luggage process was terrible and the staff were very helpful. (ticket:450301),negative,travel,2025-08-13 21:32:59.150038,The luggage process was terrible and the staff were very helpful. (ticket:450301),"['luggage', 'process', 'terrible', 'staff', 'helpful', 'ticket:450301']",luggage process terrible staff helpful ticket:450301,-0.0018,0.191,0.618,0.191,5
My flight was confirmed at the airport and I need umm  assistance.,positive,travel,2025-08-13 19:13:11.271553,My flight was confirmed at the airport and I need umm assistance.,"['flight', 'confirmed', 'airport', 'need', 'umm', 'assistance']",flight confirmed airport need umm assistance,0.0,0.0,1.0,0.0,1
My destination was upgraded at the airport and I need assistance.,positive,travel,2025-08-13 09:27:23.393068,My destination was upgraded at the airport and I need assistance.,"['destination', 'upgraded', 'airport', 'need', 'assistance']",destination upgraded airport need assistance,0.0,0.0,1.0,0.0,1
The airline cancelled my itinerary and offered a no umm n-refundable travel itinerary. ?!?,neutral,travel,2025-08-14 03:24:35.514583,The airline cancelled my itinerary and offered a no umm n-refundable travel itinerary. ?,"['airline', 'cancelled', 'itinerary', 'offered', 'umm', 'n-refundable', 'travel', 'itinerary']",airline cancelled itinerary offered umm n-refundable travel itinerary,-0.4939,0.0,0.741,0.259,4
I have a first-class luggage at the Grand Hyatt that I need to get a luggage for.,positive,travel,2025-08-13 15:33:47.636099,I have a first-class luggage at the Grand Hyatt that I need to get a luggage for.,"['first-class', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",first-class luggage grand hyatt need get luggage,0.4588,0.158,0.842,0.0,3
My booking was upgraded at the airport and I need assistance.,positive,travel,2025-08-13 14:12:59.757614,My booking was upgraded at the airport and I need assistance.,"['booking', 'upgraded', 'airport', 'need', 'assistance']",booking upgraded airport need assistance,0.0,0.0,1.0,0.0,1
I have a disappointing luggage at the Grand Hyatt that I need to get a luggage for.,negative,travel,2025-08-13 20:52:11.879129,I have a disappointing luggage at the Grand Hyatt that I need to get a luggage for.,"['disappointing', 'luggage', 'grand', 'hyatt', 'need', 'get', 'luggage']",disappointing luggage grand hyatt need get luggage,-0.0516,0.142,0.708,0.151,3
My itinerary was rescheduled at the airport and I need assistance.!!!,positive,travel,2025-08-13 15:09:24.000644,My itinerary was rescheduled at the airport and I need assistance!,"['itinerary', 'rescheduled', 'airport', 'need', 'assistance']",itinerary rescheduled airport need assistance,0.0,0.0,1.0,0.0,1
My check-in was booked at the airport and I need assistance.,neutral,travel,2025-08-13 12:38:36.122159,My check-in was booked at the airport and I need assistance.,"['check-in', 'booked', 'airport', 'need', 'assistance']",check-in booked airport need assistance,0.0,0.0,1.0,0.0,1
The airline rescheduled my refund and offered a overbooked travel refund.,neutral,travel,2025-08-14 01:01:48.243675,The airline rescheduled my refund and offered a overbooked travel refund.,"['airline', 'rescheduled', 'refund', 'offered', 'overbooked', 'travel', 'refund']",airline rescheduled refund offered overbooked travel refund,0.0,0.0,1.0,0.0,4
The voucher process was scenic and the staff were very helpful....,neutral,travel,2025-08-13 18:18:00.365190,The voucher process was scenic and the staff were very helpful.,"['voucher', 'process', 'scenic', 'staff', 'helpful']",voucher process scenic staff helpful,0.4754,0.236,0.764,0.0,5
I have a wonderful seat at the Grand Hyatt that I need to get a seat f ... or.,positive,travel,2025-08-13 11:59:12.486705,I have a wonderful seat at the Grand Hyatt that I need to get a seat f . or.,"['wonderful', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat', 'f']",wonderful seat grand hyatt need get seat f,0.7717,0.283,0.717,0.0,3
I want to confirm my reservation for the terrible reservation to Paris.,negative,travel,2025-08-13 11:47:24.608220,I want to confirm my reservation for the terrible reservation to Paris.,"['want', 'confirm', 'reservation', 'terrible', 'reservation', 'paris']",want confirm reservation terrible reservation paris,-0.4215,0.09,0.694,0.215,2
The airline found my seat and offered a disappointing travel seat.,negative,travel,2025-08-14 06:14:36.729735,The airline found my seat and offered a disappointing travel seat.,"['airline', 'found', 'seat', 'offered', 'disappointing', 'travel', 'seat']",airline found seat offered disappointing travel seat,-0.4939,0.0,0.758,0.242,4
MY FLIGHT WAS FOUND AT THE AIRPORT AND I NEED ASSISTANCE.,neutral,travel,2025-08-13 10:48:48.851251,MY FLIGHT WAS FOUND AT THE AIRPORT AND I NEED ASSISTANCE.,"['flight', 'found', 'airport', 'need', 'assistance']",flight found airport need assistance,0.0,0.0,1.0,0.0,1
The airline rescheduled my check-in and offered a disappointing travel check-in. (ticket:683617),neutral,travel,2025-08-14 06:22:00.972766,The airline rescheduled my check-in and offered a disappointing travel check-in. (ticket:683617),"['airline', 'rescheduled', 'check-in', 'offered', 'disappointing', 'travel', 'check-in', 'ticket:683617']",airline rescheduled check-in offered disappointing travel check-in ticket:683617,-0.4939,0.0,0.775,0.225,4
Our seat to Tokyo was booked and the experience was non-refundable.,negative,travel,2025-08-13 23:26:13.094281,Our seat to Tokyo was booked and the experience was non-refundable.,"['seat', 'tokyo', 'booked', 'experience', 'non-refundable']",seat tokyo booked experience non-refundable,0.0,0.0,1.0,0.0,0
